580 0 0
581 60 54
582 0 0
583 0 0
584 300 270
585 60 54
586 420 378
587 0 0
588 0 0
589 0 0
590 0 0
591 0 0
592 0 0
593 0 0
594 60 54
595 0 0
596 0 0
597 0 0
598 0 0
599 0 0
600 0 0
601 0 0
602 0 0
603 120 108
604 60 54
605 0 0
606 60 54
607 0 0
608 0 0
609 120 162
610 600 540
611 0 0
612 60 54
613 0 0
614 240 216
615 60 54
616 0 0
617 0 0
618 120 108
619 360 324
620 540 486
621 240 216
622 0 0
623 60 54
624 180 162
625 0 0
626 0 0
627 0 0
628 0 0
629 360 324
630 120 108
631 60 54
632 0 0
633 0 0
634 0 0
635 0 0
636 0 0
637 0 0
638 0 0
639 60 54
640 0 0
641 0 0
642 0 0
643 0 0
644 0 0
645 0 0
646 0 0
647 0 0
648 60 54
649 0 0
650 0 0
651 0 0
652 0 0
653 0 0
654 0 0
655 0 0
656 0 0
657 0 0
658 0 0
659 0 0
660 0 0
661 0 0
662 0 0
663 120 108
664 120 108
665 0 0
666 120 108
667 0 0
668 60 54
669 120 108
670 827 2394
671 33214 3858
672 62888 1674
673 42363 51779
674 27252 2501
675 0 0
676 0 0
677 0 0
678 0 0
679 0 0
680 0 0
681 0 0
682 60 54
683 0 0
684 60 54
685 0 0
686 0 0
687 0 0
688 0 0
689 0 0
690 60 54
691 0 0
692 0 0
693 60 54
694 0 0
695 0 0
696 0 0
697 0 0
698 0 0
699 0 0
700 0 0
701 0 0
702 0 0
703 0 0
704 0 0
705 60 54
706 0 0
707 0 0
708 120 108
709 120 108
710 480 432
711 120 108
712 60 54
713 120 108
714 120 108
715 60 54
716 0 0
717 0 0
718 600 540
719 60 54
720 0 0
721 0 0
722 0 0
723 60 54
724 120 108
725 0 0
726 0 0
727 0 0
728 484 216
729 60 54
730 180 162
731 0 0
732 0 0
733 60 54
734 180 162
735 0 0
736 0 54
737 0 0
738 0 0
739 0 0
740 240 216
741 0 0
742 0 0
743 0 0
744 0 0
745 0 0
746 0 0
747 0 0
748 0 0
749 0 0
750 0 0
751 0 0
752 0 0
753 60 54
754 0 0
755 60 1765
756 29634 12143
757 33848 756
758 54422 19977
759 688 108
760 60 54
761 0 0
762 0 0
763 360 324
764 180 162
765 0 0
766 0 0
767 0 0
768 0 0
769 0 0
770 120 108
771 0 0
772 0 0
773 0 54
774 60 54
775 0 0
776 0 0
777 0 0
778 0 0
779 0 0
780 180 162
781 0 0
782 0 0
783 0 0
784 0 0
785 360 2372
786 32623 1188
787 1179 3506
788 0 0
789 0 0
790 960 1160
791 312 799
792 0 0
793 0 0
794 0 0
795 0 0
796 0 0
797 0 0
798 180 162
799 0 0
800 1020 918
801 60 54
802 0 0
803 300 270
804 0 0
805 9604 1289
806 4517 1166
807 0 0
808 300 270
809 4083 5103
810 3802 5264
811 15534 2893
812 0 0
813 0 0
814 0 0
815 0 0
816 1779 2247
817 14518 2597
818 0 0
819 4215 6085
820 18438 2783
821 269 54
822 0 0
823 60 930
824 0 0
825 0 0
826 0 0
827 0 0
828 0 0
829 0 0
830 0 0
831 60 54
832 60 54
833 0 0
834 0 0
835 0 0
836 0 0
837 0 0
838 0 0
839 0 0
840 0 0
841 0 0
842 0 0
843 0 0
844 0 0
845 0 0
846 0 0
847 9096 4482
848 30550 12381
849 43291 12464
850 4884 883
851 0 0
852 0 0
853 300 270
854 0 0
855 0 0
856 60 54
857 0 0
858 0 0
859 0 0
860 300 270
861 0 0
862 0 0
863 0 0
864 60 54
865 0 0
866 0 0
867 0 0
868 0 0
869 0 0
870 0 0
871 0 0
872 0 0
873 0 0
874 0 0
875 0 0
876 60 54
877 10895 9552
878 82647 6129
879 0 0
