2450 3146 1128
2451 0 0
2452 427 728
2453 0 0
2454 479 870
2455 104 52
2456 0 0
2457 0 0
2458 0 0
2459 0 0
2460 0 0
2461 0 0
2462 0 0
2463 0 0
2464 0 0
2465 0 0
2466 0 0
2467 0 0
2468 0 0
2469 0 0
2470 0 0
2471 0 0
2472 0 0
2473 0 0
2474 0 0
2475 0 0
2476 0 0
2477 0 0
2478 0 0
2479 60 681
2480 3146 1128
2481 0 0
2482 0 0
2483 0 0
2484 577 934
2485 104 52
2486 0 0
2487 0 0
2488 0 0
2489 0 0
2490 0 0
2491 0 0
2492 480 893
2493 0 0
2494 0 0
2495 0 0
2496 0 0
2497 0 0
2498 361 1083
2499 0 0
2500 0 0
2501 0 0
2502 0 0
2503 0 0
2504 5519 4226
2505 0 0
2506 0 0
2507 0 0
2508 0 0
2509 112 681
2510 3094 1128
2511 0 0
2512 0 0
2513 0 0
2514 583 1105
2515 104 52
2516 0 0
2517 0 0
2518 0 0
2519 0 0
2520 737 2380
2521 666 1497
2522 0 0
2523 0 0
2524 104 104
2525 0 0
2526 0 0
2527 0 0
2528 0 0
2529 18134 6374
2530 899320 50856
2531 1228032 42313
2532 529437 48091
2533 649861 16589
2534 595660 14342
2535 539841 30875
2536 7701 955
2537 290757 8424
2538 0 0
2539 66626 3880
2540 529752 15451
2541 569062 16716
2542 406191 13818
2543 528330 16349
2544 0 0
2545 104 52
2546 424 719
2547 0 0
2548 0 0
2549 295500 6731
2550 1227098 35008
2551 0 0
2552 0 0
2553 0 0
2554 0 0
2555 322500 7251
2556 82924 4231
2557 574292 15740
2558 584792 15502
2559 584861 18737
2560 181506 5894
2561 1939560 55424
2562 133587 5492
2563 0 0
2564 2991 2089
2565 488109 10061
2566 1258364 24956
2567 0 0
2568 0 815
2569 1248 2511
2570 3250 1180
2571 989115 30799
2572 574448 19084
2573 0 0
2574 0 0
2575 159052 6204
2576 622709 21578
2577 370324 11524
2578 0 0
2579 1499164 43313
2580 1102 2191
2581 52 0
2582 0 0
2583 0 0
2584 0 0
2585 1132396 36625
2586 639109 20528
2587 52 52
2588 0 0
2589 150 150
2590 808500 28202
2591 640450 19907
2592 254879 10799
2593 0 0
2594 597897 14490
2595 427500 13857
2596 230896 7588
2597 883538 24899
2598 135 80
2599 537 1564
2600 3146 2349
2601 1484350 37380
2602 187 156
2603 0 0
2604 0 0
2605 104 168
2606 97552 4085
2607 1904376 48283
2608 61300 1239
2609 0 0
2610 909 1156
2611 254 667
2612 804052 15625
2613 874127 20250
2614 0 0
2615 0 0
2616 984213 29822
2617 1123448 35240
2618 267766 7760
2619 0 0
2620 0 0
2621 0 0
2622 1078770 27378
2623 658978 15842
2624 21790 2363
2625 0 0
2626 0 0
2627 0 0
2628 1490964 44730
2629 367 1515
2630 3146 1128
2631 0 0
2632 0 0
2633 502500 15167
2634 27582 1140
2635 104 1274
2636 1992843 45560
2637 0 0
2638 0 0
2639 0 0
2640 2327 8140
2641 0 0
2642 0 0
2643 52 52
2644 0 0
2645 0 0
2646 413 1277
2647 98 150
2648 0 0
2649 0 0
2650 0 0
2651 427 721
2652 233 548
2653 294 156
2654 0 0
2655 1309500 30038
2656 382500 11040
2657 340977 9804
2658 0 0
2659 2047 1672
2660 552408 15954
2661 0 0
2662 0 0
2663 0 0
2664 0 0
2665 104 52
2666 0 0
2667 0 0
2668 0 0
2669 0 0
2670 792 1015
2671 1846448 60882
2672 107323 2408
2673 0 0
2674 3010 1562
2675 0 52
2676 0 0
2677 0 0
2678 0 0
2679 0 0
2680 104 52
2681 0 0
2682 216046 6008
2683 85234 3374
2684 847136 16652
2685 516000 12144
2686 101048 2132
2687 100 401
2688 4256 22978
2689 539 1568
2690 1990 1076
2691 1635 771
2692 1606556 34362
2693 254615 8488
2694 0 0
2695 0 0
2696 104 52
2697 0 0
2698 0 0
2699 0 0
2700 1070 1245
2701 0 0
2702 325500 7199
2703 0 0
2704 300078 10590
2705 645868 12508
2706 283500 5980
2707 316448 7008
2708 475407 9952
2709 0 0
2710 0 0
2711 0 0
2712 0 0
2713 0 0
2714 0 0
2715 0 0
2716 0 0
2717 0 0
2718 52 52
2719 766928 16696
2720 568586 14070
2721 618003 14044
2722 0 0
2723 0 0
2724 63000 2676
2725 104 52
2726 4010 1904
2727 0 0
2728 0 0
2729 0 0
2730 819 1011
2731 427 722
2732 0 0
2733 0 0
2734 52 52
2735 366052 8267
2736 1254000 38144
2737 213384 7680
2738 0 0
2739 0 0
2740 512607 20831
2741 0 0
2742 162 248
2743 0 0
2744 0 0
2745 0 0
2746 0 0
2747 361 1083
2748 52 52
2749 420 1515
