61 48916 443 2878 3448 3 4 1670789499.985891 0.114448
62 443 44432 0 0 0 0 1670789500.205125 0.000000
63 48916 443 4619 6093 5 6 1670789499.985891 0.286968
64 48916 443 9733 11112 9 11 1670789499.985891 0.394801
65 48974 443 0 0 0 0 1670789500.539866 0.000000
66 48974 443 2751 569 2 1 1670789500.539866 0.036382
67 48974 443 5891 5822 5 7 1670789500.539866 0.154281
68 49032 443 2751 569 2 1 1670789500.719178 0.050633
69 49042 443 4691 3448 5 4 1670789500.715410 0.157616
70 49042 443 6720 8738 7 8 1670789500.715410 0.281261
