50 48804 443 0 0 0 0 1670789499.017278 0.000000
51 48836 443 0 0 0 0 1670789499.183553 0.000000
52 48836 443 0 0 0 0 1670789499.183553 0.000000
53 48864 443 1500 569 1 1 1670789499.241593 0.029043
54 48876 443 2878 3136 3 4 1670789499.237706 0.137359
55 48876 443 4247 3136 4 4 1670789499.237706 0.234188
56 48864 443 6404 8051 6 9 1670789499.241593 0.333841
57 48836 443 5152 7914 5 8 1670789499.183553 0.503865
58 48880 443 2751 803 2 2 1670789499.698969 0.071773
59 48908 443 0 569 0 1 1670789499.841875 0.031509
