47 48804 443 0 0 0 0 1670789499.017278 0.000000
48 48804 443 0 0 0 0 1670789499.017278 0.000000
49 48804 443 0 0 0 0 1670789499.017278 0.000000
50 48804 443 0 0 0 0 1670789499.017278 0.000000
51 48836 443 0 0 0 0 1670789499.183553 0.000000
52 48836 443 0 0 0 0 1670789499.183553 0.000000
53 48864 443 1500 569 1 1 1670789499.241593 0.029043
54 48876 443 2878 3136 3 4 1670789499.237706 0.137359
55 48876 443 4247 3136 4 4 1670789499.237706 0.234188
56 48864 443 6404 8051 6 9 1670789499.241593 0.333841
