45 5 3 47 5 3 45 1 0 47 1 0
46 5 3 48 4 3 46 1 0 48 1 0
46 5 3 47 5 3 45 1 0 46 1 0
44 5 3 45 5 3 45 1 0 46 1 0
44 5 3 45 5 3 44 1 0 45 1 0
44 5 3 45 5 3 43 1 0 44 1 0
43 5 3 44 5 3 42 1 0 43 1 0
43 5 3 44 5 3 42 1 0 43 1 0
42 5 3 43 5 3 41 1 0 42 1 0
41 5 3 42 5 3 41 1 0 42 1 0
41 5 3 42 5 3 41 1 0 42 1 0
41 5 3 42 5 3 42 1 0 43 1 0
42 5 3 43 5 3 41 1 0 42 1 0
42 5 3 42 5 3 41 1 0 42 1 0
41 5 3 42 5 3 41 1 0 42 1 0
42 5 3 43 5 3 41 1 0 42 1 0
41 5 3 42 5 3 40 1 0 41 1 0
40 6 3 41 6 3 39 1 0 40 1 0
40 6 3 41 6 3 39 1 0 40 1 0
40 6 3 41 6 3 39 1 0 40 1 0
40 6 3 41 5 3 40 1 0 41 1 0
41 5 3 42 5 3 40 1 0 41 1 0
42 5 3 43 5 3 41 1 0 42 1 0
40 6 3 41 5 3 41 1 0 42 1 0
41 5 3 42 5 3 41 1 0 42 1 0
40 6 3 41 6 3 39 1 0 40 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
40 6 3 40 6 3 39 1 0 39 1 0
39 6 3 39 6 3 38 1 0 38 1 0
38 6 3 38 6 2 37 1 0 37 1 0
38 6 2 38 6 2 38 1 0 38 1 0
38 6 3 38 6 3 38 1 0 38 1 0
38 6 3 38 6 3 38 1 0 38 1 0
39 6 3 39 6 3 39 1 0 39 1 0
39 6 2 39 6 2 39 1 0 39 1 0
40 6 3 40 6 3 39 1 0 39 1 0
40 6 3 40 6 3 40 1 0 40 1 0
41 5 3 41 6 3 40 1 0 40 1 0
40 6 3 40 6 3 40 1 0 40 1 0
41 5 3 41 6 3 41 1 0 40 1 0
41 6 3 41 6 3 40 1 0 40 1 0
41 6 3 41 6 3 40 1 0 40 1 0
40 6 3 40 6 3 39 1 0 39 1 0
40 6 3 40 6 3 39 1 0 39 1 0
39 6 3 39 6 3 39 1 0 39 1 0
41 6 3 41 6 3 40 1 0 40 1 0
41 6 3 41 6 3 40 1 0 40 1 0
41 6 3 41 6 3 40 1 0 40 1 0
40 6 3 40 6 3 39 1 0 39 1 0
41 6 3 41 6 3 40 1 0 40 1 0
40 6 3 40 6 3 39 1 0 39 1 0
39 6 3 40 6 3 39 1 0 40 1 0
39 6 3 40 6 3 38 1 0 39 1 0
39 6 3 40 6 3 38 1 0 39 1 0
39 6 3 40 6 3 39 1 0 40 1 0
39 6 3 40 6 3 39 1 0 40 1 0
39 6 3 40 6 3 39 1 0 40 1 0
38 6 2 39 6 3 38 1 0 39 1 0
37 6 2 38 6 2 37 1 0 38 1 0
38 6 3 39 6 3 37 1 0 38 1 0
37 6 2 38 6 3 36 1 0 37 1 0
36 7 2 37 6 2 36 1 0 37 1 0
36 7 2 37 6 2 36 1 0 37 1 0
38 6 3 39 6 3 37 1 0 38 1 0
37 6 3 38 6 3 36 1 0 37 1 0
37 6 3 38 6 3 37 1 0 37 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
36 7 2 36 7 2 35 1 0 35 1 0
36 7 2 36 7 2 35 1 0 35 1 0
36 7 2 37 6 2 35 1 0 36 1 0
36 7 2 37 6 2 35 1 0 36 1 0
36 7 2 37 6 2 35 1 0 36 1 0
36 7 2 37 6 2 35 1 0 36 1 0
35 7 2 36 7 2 34 1 0 35 1 0
36 6 2 37 6 3 35 1 0 36 1 0
36 6 2 37 6 3 35 1 0 36 1 0
37 6 3 38 6 3 36 1 0 37 1 0
37 6 3 38 6 3 36 1 0 37 1 0
37 6 3 38 6 3 36 1 0 37 1 0
37 6 2 37 6 2 37 1 0 37 1 0
38 6 3 38 6 3 37 1 0 37 1 0
38 6 3 38 6 3 37 1 0 37 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
35 7 2 35 7 2 34 1 0 34 1 0
35 7 2 35 7 2 34 1 0 34 1 0
34 7 2 35 7 2 33 1 0 34 1 0
34 7 2 35 7 2 33 1 0 34 1 0
34 7 2 35 7 2 33 1 0 34 1 0
34 7 2 35 7 2 33 1 0 34 1 0
34 7 2 35 7 2 34 1 0 35 1 0
35 7 2 36 7 2 34 1 0 35 1 0
35 7 2 35 7 2 34 1 0 34 1 0
35 7 2 35 7 2 34 1 0 34 1 0
35 7 2 35 7 2 35 1 0 35 1 0
36 7 2 36 7 2 35 1 0 35 1 0
36 7 2 36 7 2 35 1 0 35 1 0
34 7 2 34 7 2 34 1 0 34 1 0
34 7 2 34 7 2 34 1 0 34 1 0
35 7 2 35 7 2 34 1 0 34 1 0
34 7 2 34 7 2 33 1 0 33 1 0
35 7 2 35 7 2 34 1 0 34 1 0
35 7 2 35 7 2 34 1 0 34 1 0
35 7 2 35 7 2 34 1 0 34 1 0
35 7 2 35 7 2 35 1 0 35 1 0
36 7 2 36 7 2 35 1 0 35 1 0
36 7 2 36 7 2 35 1 0 35 1 0
36 7 2 36 7 2 35 1 0 35 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
38 6 3 38 6 3 37 1 0 37 1 0
38 6 2 38 6 3 37 1 0 37 1 0
37 6 2 38 6 3 37 1 0 37 1 0
38 6 2 38 6 3 37 1 0 37 1 0
38 6 2 38 6 3 37 1 0 37 1 0
38 6 2 38 6 2 37 1 0 37 1 0
37 6 2 37 6 2 36 1 0 36 1 0
37 6 2 37 6 2 36 1 0 36 1 0
38 6 2 38 6 2 37 1 0 37 1 0
38 6 2 38 6 2 37 1 0 37 1 0
37 6 2 37 6 2 36 1 0 36 1 0
38 6 2 38 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
40 6 2 40 6 2 39 1 0 39 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 38 1 0 38 1 0
39 6 2 39 6 2 39 1 0 39 1 0
38 6 2 38 6 2 37 1 0 37 1 0
38 6 2 38 6 2 38 1 0 38 1 0
39 6 2 40 5 2 39 1 0 40 1 0
41 5 3 42 5 3 40 1 0 41 1 0
40 5 2 41 5 2 39 1 0 40 1 0
40 5 2 41 5 2 39 1 0 40 1 0
41 5 3 42 5 3 40 1 0 41 1 0
42 5 2 43 5 3 41 1 0 42 1 0
43 5 2 44 5 3 42 1 0 43 1 0
43 5 2 44 5 2 42 1 0 43 1 0
42 5 2 43 5 2 41 1 0 42 1 0
42 5 2 43 5 2 41 1 0 42 1 0
42 5 2 43 5 2 41 1 0 42 1 0
42 5 2 43 5 2 41 1 0 42 1 0
42 5 2 43 5 2 41 1 0 42 1 0
42 5 2 44 5 3 42 1 0 43 1 0
43 5 2 45 5 3 42 1 0 44 1 0
43 5 3 45 5 3 43 1 0 45 1 0
42 5 3 44 5 3 42 1 0 44 1 0
45 5 3 47 5 3 44 1 0 46 1 0
45 5 3 47 5 3 45 1 0 47 1 0
44 5 3 46 5 3 44 1 0 46 1 0
45 5 2 47 5 2 44 1 0 46 1 0
45 5 3 47 5 3 45 1 0 47 1 0
44 5 3 46 5 3 44 1 0 46 1 0
45 5 3 47 5 3 44 1 0 46 1 0
44 5 3 46 5 3 43 1 0 45 1 0
44 5 3 46 5 3 43 1 0 45 1 0
44 5 3 46 5 3 43 1 0 45 1 0
44 5 3 46 5 3 44 1 0 46 1 0
45 5 3 47 5 3 46 1 0 48 1 0
46 5 3 48 5 3 45 1 0 47 1 0
45 5 3 46 5 3 44 1 0 45 1 0
44 5 3 45 5 3 43 1 0 44 1 0
44 5 3 45 5 3 43 1 0 44 1 0
44 5 3 45 5 3 43 1 0 44 1 0
44 5 3 45 5 3 43 1 0 44 1 0
44 5 3 45 5 3 44 1 0 45 1 0
43 5 3 44 5 3 43 1 0 44 1 0
44 5 3 45 5 3 43 1 0 44 1 0
45 5 3 46 5 3 44 1 0 45 1 0
45 5 2 46 5 2 44 1 0 45 1 0
46 5 3 47 5 3 45 1 0 46 1 0
46 5 3 47 5 2 46 1 0 47 1 0
46 5 2 47 5 2 46 1 0 47 1 0
46 5 2 46 5 2 46 1 0 46 1 0
46 5 2 46 5 2 45 1 0 45 1 0
46 5 2 46 5 2 45 1 0 45 1 0
46 5 2 46 5 2 45 1 0 45 1 0
44 5 2 44 5 2 44 1 0 44 1 0
44 5 2 44 5 2 43 1 0 43 1 0
46 5 2 46 5 2 45 1 0 45 1 0
46 5 2 46 5 2 45 1 0 45 1 0
45 5 2 45 5 2 45 1 0 45 1 0
46 5 2 46 5 2 46 1 0 46 1 0
45 5 2 45 5 2 45 1 0 45 1 0
46 5 2 47 5 2 45 1 0 46 1 0
46 5 2 47 5 2 45 1 0 46 1 0
46 5 2 47 5 2 45 1 0 46 1 0
46 5 2 47 5 2 45 1 0 46 1 0
44 5 2 45 5 2 43 1 0 44 1 0
44 5 2 45 5 2 44 1 0 45 1 0
45 5 2 46 5 2 44 1 0 45 1 0
45 5 2 46 5 2 45 1 0 46 1 0
46 5 2 47 5 2 45 1 0 46 1 0
44 5 2 46 5 2 45 1 0 46 1 0
45 5 2 47 5 2 44 1 0 46 1 0
43 5 2 46 5 2 43 1 0 46 1 0
44 5 2 46 5 2 44 1 0 46 1 0
43 5 2 45 5 2 43 1 0 45 1 0
43 5 2 45 5 2 42 1 0 44 1 0
45 5 2 47 5 2 44 1 0 46 1 0
44 5 2 46 5 2 43 1 0 45 1 0
44 5 2 46 5 2 43 1 0 45 1 0
44 5 2 46 5 2 43 1 0 45 1 0
45 5 2 47 5 3 44 1 0 46 1 0
46 5 2 48 5 2 45 1 0 47 1 0
45 5 2 47 5 2 44 1 0 46 1 0
44 5 2 46 5 3 44 1 0 46 1 0
44 5 2 46 5 3 43 1 0 45 1 0
44 5 3 46 5 3 43 1 0 45 1 0
42 5 2 44 5 3 41 1 0 43 1 0
41 5 3 43 5 3 40 1 0 42 1 0
42 5 3 44 5 3 42 1 0 44 1 0
44 5 3 46 5 3 44 1 0 46 1 0
45 5 3 47 5 3 44 1 0 46 1 0
45 5 3 46 5 3 44 1 0 45 1 0
45 5 3 46 5 3 44 1 0 45 1 0
46 5 3 47 5 3 45 1 0 46 1 0
46 4 3 47 5 3 45 1 0 46 1 0
46 4 3 47 5 3 45 1 0 46 1 0
46 4 3 47 5 3 45 1 0 46 1 0
45 5 3 46 5 3 45 1 0 46 1 0
45 5 3 46 5 3 44 1 0 45 1 0
45 5 3 46 5 3 44 1 0 45 1 0
45 5 3 45 5 3 45 1 0 45 1 0
46 5 3 46 5 3 45 1 0 45 1 0
47 4 3 46 5 3 47 1 0 46 1 0
47 4 3 47 5 3 46 1 0 46 1 0
47 4 3 47 5 3 47 1 0 47 1 0
47 4 3 47 5 3 46 1 0 46 1 0
47 4 3 47 5 3 46 1 0 46 1 0
47 4 3 46 5 3 47 1 0 46 1 0
46 5 3 46 5 3 46 1 0 46 1 0
48 4 3 47 5 3 48 1 0 47 1 0
49 4 3 48 4 3 48 1 0 47 1 0
48 4 3 47 5 3 48 1 0 47 1 0
50 4 3 49 4 3 49 1 0 48 1 0
50 4 3 49 4 3 49 1 0 48 1 0
50 4 3 49 4 3 49 1 0 48 1 0
50 4 3 49 4 3 49 1 0 48 1 0
50 4 3 49 4 3 49 1 0 48 1 0
50 4 3 49 4 3 49 1 0 48 1 0
47 5 3 46 5 3 47 1 0 46 1 0
46 5 3 45 5 3 45 1 0 44 1 0
46 5 3 45 5 3 46 1 0 45 1 0
46 5 3 45 5 3 46 1 0 45 1 0
46 5 3 45 5 3 46 1 0 45 1 0
47 5 3 46 5 3 46 1 0 45 1 0
46 5 3 45 5 3 45 1 0 44 1 0
47 5 3 46 5 3 46 1 0 45 1 0
46 5 2 45 5 3 45 1 0 44 1 0
46 5 3 45 5 3 46 1 0 45 1 0
46 5 3 45 5 3 46 1 0 45 1 0
46 5 3 45 5 3 46 1 0 45 1 0
45 5 3 44 5 3 46 1 0 45 1 0
47 5 3 46 5 3 46 1 0 45 1 0
45 5 3 44 5 3 44 1 0 43 1 0
45 5 3 44 5 3 44 1 0 43 1 0
44 5 3 43 5 3 44 1 0 43 1 0
45 5 3 44 5 3 45 1 0 44 1 0
45 5 3 44 5 3 44 1 0 43 1 0
43 5 3 43 5 3 43 1 0 43 1 0
43 5 3 43 5 3 43 1 0 43 1 0
42 5 3 42 5 3 41 1 0 41 1 0
41 5 2 41 5 2 40 1 0 40 1 0
41 5 2 41 5 2 40 1 0 40 1 0
39 6 2 39 6 2 40 1 0 40 1 0
41 5 2 41 5 2 40 1 0 40 1 0
41 5 2 41 5 2 40 1 0 40 1 0
41 5 2 41 5 2 40 1 0 40 1 0
41 5 2 41 6 2 40 1 0 40 1 0
43 5 2 43 5 2 42 1 0 42 1 0
44 5 2 44 5 2 43 1 0 43 1 0
45 5 2 45 5 2 44 1 0 44 1 0
44 5 2 44 5 2 43 1 0 43 1 0
45 5 2 45 5 2 44 1 0 44 1 0
45 5 2 45 5 2 44 1 0 44 1 0
44 5 2 44 5 2 43 1 0 43 1 0
45 5 2 45 5 2 44 1 0 44 1 0
43 5 2 43 5 2 43 1 0 43 1 0
45 5 2 45 5 2 44 1 0 44 1 0
45 5 3 45 5 3 44 1 0 44 1 0
46 5 2 46 5 3 45 1 0 45 1 0
46 5 2 46 5 2 46 1 0 46 1 0
46 5 2 46 5 2 45 1 0 45 1 0
45 5 2 45 5 2 44 1 0 44 1 0
45 5 3 44 5 3 44 1 0 44 1 0
45 5 3 45 5 3 44 1 0 44 1 0
45 5 2 46 5 3 44 1 0 45 1 0
44 5 3 45 5 3 43 1 0 44 1 0
43 5 2 44 5 3 42 1 0 43 1 0
44 5 3 45 5 3 43 1 0 44 1 0
44 5 2 45 5 3 43 1 0 44 1 0
44 5 3 45 5 3 43 1 0 44 1 0
44 5 2 45 5 3 44 1 0 45 1 0
44 5 2 45 5 3 43 1 0 44 1 0
44 5 2 45 5 3 43 1 0 44 1 0
45 5 3 46 5 3 44 1 0 45 1 0
46 5 3 47 5 3 45 1 0 46 1 0
46 5 2 47 5 2 45 1 0 46 1 0
45 5 2 46 5 2 45 1 0 46 1 0
44 5 2 46 5 2 43 1 0 45 1 0
43 5 2 45 5 2 43 1 0 45 1 0
43 5 2 45 5 2 42 1 0 44 1 0
43 5 2 45 5 2 42 1 0 44 1 0
42 5 2 44 5 2 41 1 0 43 1 0
42 5 2 44 5 2 41 1 0 43 1 0
42 5 2 44 5 2 41 1 0 43 1 0
42 5 2 44 5 2 41 1 0 43 1 0
42 5 2 44 5 2 42 1 0 44 1 0
41 6 2 43 5 2 41 1 0 43 1 0
41 6 2 43 5 2 40 1 0 42 1 0
39 6 2 41 6 2 39 1 0 41 1 0
