71 326 0 0 170 1061 2 3 0 406 486 585 0 183 3500 3532
73 316 0 0 174 1045 2 3 0 413 486 585 0 183 3500 3532
69 281 0 0 167 953 2 3 0 396 475 487 0 179 3360 3532
68 280 0 0 164 950 2 3 0 287 452 487 0 179 3353 3532
67 278 0 0 163 950 2 3 0 275 452 487 0 179 3353 3532
61 231 0 0 158 877 3 4 0 259 446 487 0 179 3283 3532
59 209 0 0 156 835 3 4 0 230 435 487 0 179 1009 3532
57 192 0 0 151 787 3 5 0 169 435 486 0 179 938 3532
55 191 0 0 149 787 3 5 0 163 435 486 0 179 938 3532
55 180 0 0 153 763 3 5 0 163 435 486 0 179 348 3500
54 158 0 0 144 653 3 4 0 163 435 486 0 179 319 3500
53 158 0 0 142 652 3 4 0 163 435 486 0 179 319 3500
51 135 0 0 144 594 3 5 0 163 435 486 0 163 318 3355
53 147 0 0 146 625 3 4 0 163 435 486 0 164 319 3500
69 136 0 0 328 600 12 5 0 163 435 599 0 163 318 3500
69 136 0 0 328 600 12 5 0 163 435 599 0 163 318 3500
68 124 0 0 328 567 12 5 0 163 435 599 0 141 264 3355
66 113 0 0 327 534 12 5 0 163 435 599 0 124 259 3324
67 113 0 0 328 534 12 5 0 163 435 599 0 124 259 3324
66 112 0 0 327 534 12 5 0 163 435 599 0 123 221 3324
67 113 0 0 327 534 12 5 0 163 435 599 0 123 259 3324
68 113 0 0 328 534 12 5 0 163 435 599 0 123 259 3324
70 125 0 0 329 569 12 5 0 163 435 599 0 124 280 3500
70 125 0 0 329 569 12 5 0 163 435 599 0 124 280 3500
67 102 0 0 327 497 12 6 0 163 435 558 0 123 221 1048
64 101 0 0 325 497 12 6 0 163 435 558 0 123 221 1048
64 101 0 0 326 495 12 6 0 163 435 598 0 123 221 1048
64 101 0 0 326 495 12 6 0 163 435 598 0 123 221 1048
63 100 0 0 326 495 12 6 0 163 435 598 0 123 221 1048
65 112 0 0 326 532 12 5 0 163 435 598 0 123 259 3323
65 109 0 0 327 530 12 6 0 163 435 598 0 123 221 3323
61 108 0 0 323 530 13 6 0 163 435 558 0 123 188 3323
64 109 0 0 324 530 12 6 0 163 435 558 0 123 221 3323
64 109 0 0 325 533 12 6 0 163 435 558 0 123 221 3445
64 109 0 0 325 533 12 6 0 163 435 558 0 123 221 3445
66 110 0 0 326 533 12 6 0 163 435 558 0 123 221 3445
67 132 0 0 327 600 12 5 0 163 435 558 0 127 280 3500
68 143 0 0 327 631 12 5 0 163 446 558 0 164 319 3500
69 144 0 0 328 631 12 5 0 163 446 558 0 179 319 3500
68 155 0 0 326 663 12 4 0 163 446 558 0 179 342 3500
67 155 0 0 325 662 12 4 0 163 435 487 0 164 282 3500
68 155 0 0 325 662 12 4 0 163 435 487 0 179 282 3500
65 154 0 0 322 662 13 4 0 163 435 486 0 164 259 3500
64 142 0 0 321 634 13 5 0 163 435 486 0 163 221 3500
45 130 0 0 125 601 2 5 0 163 435 486 0 163 179 3500
44 130 0 0 123 601 2 5 0 163 435 486 0 163 179 3500
44 130 0 0 123 601 2 5 0 163 435 486 0 163 179 3500
45 130 0 0 125 602 2 5 0 163 435 486 0 163 179 3500
45 130 0 0 124 602 2 5 0 163 435 486 0 163 179 3500
45 130 0 0 124 602 2 5 0 163 435 486 0 163 179 3500
45 130 0 0 128 602 2 5 0 163 435 486 0 163 179 3500
47 152 0 0 131 662 2 4 0 163 435 486 0 163 185 3500
46 141 0 0 128 633 2 5 0 163 435 486 0 163 179 3500
47 141 0 0 130 633 2 5 0 163 435 486 0 163 179 3500
47 152 0 0 130 662 2 4 0 163 435 486 0 163 185 3500
47 152 0 0 130 662 2 4 0 163 435 486 0 163 185 3500
47 141 0 0 128 634 2 5 0 163 435 486 0 163 179 3500
46 141 0 0 127 634 2 5 0 163 435 486 0 163 179 3500
46 141 0 0 127 634 2 5 0 163 435 486 0 163 179 3500
46 130 0 0 127 603 2 5 0 163 435 486 0 163 179 3500
43 129 0 0 123 603 2 5 0 163 435 486 0 127 179 3500
44 141 0 0 125 634 2 5 0 163 435 486 0 163 183 3500
44 141 0 0 127 637 2 4 0 163 435 486 0 123 179 3500
43 130 0 0 125 606 2 5 0 163 435 486 0 123 179 3500
43 130 0 0 125 606 3 5 0 163 435 486 0 123 179 3500
49 169 0 0 140 722 3 4 0 163 451 486 0 127 264 3500
47 147 0 0 136 668 3 5 0 163 435 486 0 123 179 3500
46 135 0 0 134 640 3 5 0 163 435 486 0 123 179 3500
45 135 0 0 134 640 3 5 0 163 435 486 0 123 179 3500
44 123 0 0 130 606 3 5 0 163 435 486 0 123 179 3500
45 135 0 0 133 637 3 5 0 163 435 486 0 123 179 3500
44 123 0 0 131 606 3 5 0 163 435 486 0 123 179 3500
44 123 0 0 131 606 3 5 0 163 435 486 0 123 179 3500
46 137 0 0 134 639 3 5 0 163 435 486 0 123 179 3500
46 137 0 0 133 639 3 5 0 163 435 486 0 123 179 3500
46 137 0 0 133 639 3 5 0 163 435 486 0 123 179 3500
47 148 0 0 136 668 3 5 0 163 435 486 0 123 183 3500
48 148 0 0 137 669 3 5 0 163 451 486 0 123 183 3500
48 149 0 0 137 669 3 5 0 163 451 486 0 123 183 3500
50 160 0 0 140 696 3 4 0 163 452 526 0 123 264 3500
53 184 0 0 145 747 2 4 0 163 475 555 0 123 918 3500
53 172 0 0 145 722 3 4 0 163 452 585 0 123 293 3500
53 172 0 0 145 722 3 4 0 163 452 585 0 123 293 3500
