1220 332 1 0 1670789497 0 0 0 0 0 1670789498 0 2834 664 2 1 1 0 2 1 2 1 -1 2 0 3522 6424 8165 0 1660 1660 1660 0 3 5 7 0 3 3 3 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 8 0 1 8 0 1 8 0 1 8 0 0 0 0 1 8 0 1 2 0 1 2 0 1 2 0 1 2 0 1 10 0 1 2 0
932 166 0 0 1670789497 0 0 0 0 0 1670789498 0 2797 498 2 0 1 0 2 2 2 2 -2 2 0 932 5129 7647 0 165 912 1361 0 0 4 6 0 0 1 2 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 9 0 1 9 0 1 9 0 1 9 0 0 0 0 1 9 0 1 1 0 1 1 0 1 1 0 1 1 0 1 10 0 1 1 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
0 0 0 0 1670789498 0 0 0 0 0 1670789498 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1670789498 1670789498 1670789498 1670789498 0 0 0 0 1 10 0 1 10 0 1 10 0 1 10 0 0 0 0 1 10 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10 0 0 0 0
