0 48732 443 2878 1660 3 3 1670789493.869788 0.10195708274841309
1 48732 443 9326 1660 8 3 1670789493.869788 0.24959611892700195
2 48736 443 0 0 0 0 1670789498.109248 0.0
3 48736 443 0 0 0 0 1670789498.109248 0.0
4 48736 443 0 0 0 0 1670789498.109248 0.0
5 48736 443 0 0 0 0 1670789498.109248 0.0
6 48736 443 0 0 0 0 1670789498.109248 0.0
7 48736 443 0 0 0 0 1670789498.109248 0.0
8 48736 443 0 0 0 0 1670789498.109248 0.0
9 48736 443 0 0 0 0 1670789498.109248 0.0
10 48736 443 0 0 0 0 1670789498.109248 0.0
11 48736 443 0 0 0 0 1670789498.109248 0.0
12 48736 443 0 0 0 0 1670789498.109248 0.0
13 48736 443 0 0 0 0 1670789498.109248 0.0
14 48736 443 0 0 0 0 1670789498.109248 0.0
15 48736 443 0 0 0 0 1670789498.109248 0.0
16 48736 443 0 0 0 0 1670789498.109248 0.0
17 48736 443 0 0 0 0 1670789498.109248 0.0
18 48736 443 0 0 0 0 1670789498.109248 0.0
19 48736 443 0 0 0 0 1670789498.109248 0.0
20 48736 443 0 0 0 0 1670789498.109248 0.0
21 48736 443 0 0 0 0 1670789498.109248 0.0
22 48736 443 0 0 0 0 1670789498.109248 0.0
23 48736 443 0 0 0 0 1670789498.109248 0.0
24 48736 443 0 0 0 0 1670789498.109248 0.0
25 48736 443 0 0 0 0 1670789498.109248 0.0
26 48736 443 0 0 0 0 1670789498.109248 0.0
27 48736 443 0 0 0 0 1670789498.109248 0.0
28 48736 443 0 0 0 0 1670789498.109248 0.0
29 48736 443 0 0 0 0 1670789498.109248 0.0
30 48736 443 0 0 0 0 1670789498.109248 0.0
31 48736 443 0 0 0 0 1670789498.109248 0.0
32 48736 443 0 0 0 0 1670789498.109248 0.0
33 48736 443 0 0 0 0 1670789498.109248 0.0
34 48736 443 0 0 0 0 1670789498.109248 0.0
35 48736 443 0 0 0 0 1670789498.109248 0.0
36 48736 443 0 0 0 0 1670789498.109248 0.0
37 48736 443 0 0 0 0 1670789498.109248 0.0
38 48736 443 0 0 0 0 1670789498.109248 0.0
39 48736 443 0 0 0 0 1670789498.109248 0.0
40 48736 443 0 0 0 0 1670789498.109248 0.0
41 48736 443 0 0 0 0 1670789498.109248 0.0
42 48736 443 2751 803 2 2 1670789498.109248 0.07108807563781738
43 48736 443 4923 4105 5 5 1670789498.109248 0.22624802589416504
44 48736 443 9265 4105 8 5 1670789498.109248 0.30398106575012207
45 48774 443 0 0 0 0 1670789498.471215 0.0
