0.1,10,2
0.1,20,4
0.1,50,10
0.5,10,2
0.5,20,4
0.5,50,10
1.0,10,2
1.0,20,4
1.0,50,10
1.5,10,2
1.5,20,4
1.5,50,10
2.0,10,2
2.0,20,4
2.0,50,10
2.5,10,2
2.5,20,4
2.5,50,10
3.0,10,2
3.0,20,4
3.0,50,10
3.5,10,2
3.5,20,4
3.5,50,10
4.0,10,2
4.0,20,4
4.0,50,10
4.5,10,2
4.5,20,4
4.5,50,10
5.0,10,2
5.0,20,4
5.0,50,10
